# Avida tasks data
# Sat Mar 29 13:28:12 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: OrNot
#  3: Or

0 0 0 
1000 0 0 
2000 0 0 
3000 0 0 
4000 0 0 
5000 0 0 
6000 0 0 
7000 0 0 
8000 73 0 
9000 9 0 
10000 505 0 
11000 581 0 
12000 614 0 
13000 558 0 
14000 621 0 
15000 650 0 
16000 610 0 
17000 695 0 
18000 815 0 
19000 750 0 
20000 678 0 
21000 772 0 
22000 799 0 
23000 691 0 
24000 812 0 
25000 787 0 
26000 794 0 
27000 704 0 
28000 876 0 
29000 670 0 
30000 821 0 
31000 746 0 
32000 684 0 
33000 692 0 
34000 703 0 
35000 745 4 
36000 573 0 
37000 661 0 
38000 704 0 
39000 674 0 
40000 289 0 
41000 120 0 
42000 58 0 
43000 0 0 
44000 0 0 
45000 0 0 
46000 0 0 
47000 0 0 
48000 0 0 
49000 0 0 
50000 0 0 
51000 0 0 
52000 0 0 
53000 0 0 
54000 0 0 
55000 0 0 
56000 0 0 
57000 0 0 
58000 0 0 
59000 0 0 
60000 0 0 
61000 0 0 
62000 0 0 
63000 0 0 
64000 0 0 
65000 0 0 
66000 0 0 
67000 0 0 
68000 0 0 
69000 0 0 
70000 0 0 
71000 0 0 
72000 0 0 
73000 0 0 
74000 0 0 
75000 0 0 
76000 0 0 
77000 0 0 
78000 0 0 
79000 0 0 
80000 0 0 
81000 0 0 
82000 0 0 
83000 0 0 
84000 0 0 
85000 0 0 
86000 0 0 
87000 0 0 
88000 0 0 
89000 0 0 
90000 0 0 
91000 0 0 
92000 0 0 
93000 0 0 
94000 0 0 
95000 0 0 
96000 0 0 
97000 0 0 
98000 0 0 
99000 0 0 
100000 0 0 
