# Sun Apr 13 23:38:09 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 1 0 1 0 0 
3000 1 0 1 0 0 
4000 2 0.395586 2 0 0.0781385 
5000 2 0.460654 2 0 0.0973858 
6000 2 0.43427 2 0 0.0893421 
7000 2 0.539417 2 0 0.123528 
8000 2 0.60333 2 0 0.147414 
9000 2 0.624629 2 0 0.15599 
10000 2 0.671468 2 0 0.176099 
11000 2 0.589973 2 0 0.142201 
12000 2 0.591461 2 0 0.142775 
13000 2 0.554651 2 0 0.128986 
14000 2 0.614138 2 0 0.151724 
15000 2 0.499994 2 0 0.110026 
16000 2 0.666326 2 0 0.173801 
17000 2 0.390451 2 0 0.0767021 
18000 2 0.482512 2 0 0.10431 
19000 2 0.507743 2 0 0.112611 
20000 2 0.433307 2 0 0.0890549 
21000 2 0.646565 2 0 0.165182 
22000 2 0.713694 2 0 0.195921 
23000 2 0.718352 2 0 0.198219 
24000 2 0.716611 2 0 0.197357 
25000 2 0.73595 2 0 0.207124 
26000 2 0.730914 2 0 0.204539 
27000 2 0.73035 2 0 0.204252 
28000 2 0.880834 2 0 0.299627 
29000 2 0.743668 2 0 0.211146 
30000 2 0.776189 2 0 0.228957 
31000 2 0.817479 2 0 0.25395 
32000 2 0.728656 2 0 0.20339 
33000 2 0.651909 2 0 0.167481 
34000 2 0.620414 2 0 0.154266 
35000 4 1.30221 4 0.000287274 0.358805 
36000 4 1.51845 4 0.0769894 0.44786 
37000 4 1.53813 4 0.143678 0.520115 
38000 4 1.42857 4 0.090204 0.418845 
39000 4 1.47902 4 0.0942258 0.443263 
40000 4 1.58575 4 0.0956622 0.505889 
41000 4 1.63164 4 0.103419 0.5237 
42000 4 1.58159 4 0.0844585 0.4921 
43000 4 1.38926 4 0.116059 0.436082 
44000 4 1.39643 4 0.103706 0.420282 
45000 4 1.29742 4 0.0982476 0.378052 
46000 4 1.34386 4 0.0603275 0.36455 
47000 4 1.41221 4 0.0517093 0.387245 
48000 4 1.39395 4 0.125251 0.440678 
49000 4 1.34595 4 0.113473 0.412812 
50000 4 1.24064 4 0.0976731 0.359092 
51000 4 1.27711 4 0.081873 0.356794 
52000 4 1.29871 4 0.0548693 0.341856 
53000 4 1.29137 4 0.0384947 0.334674 
54000 4 1.22951 4 0.0476874 0.324619 
55000 4 1.35853 4 0.0643493 0.378627 
56000 4 1.39827 4 0.109451 0.424591 
57000 4 1.38011 4 0.124713 0.447989 
58000 4 1.35523 4 0.127262 0.4447 
59000 4 1.42112 4 0.0580293 0.407929 
60000 4 1.33568 4 0.0795748 0.382361 
61000 4 1.41758 4 0.066073 0.400747 
62000 4 1.52704 4 0.0856076 0.479173 
63000 4 1.38312 4 0.0695203 0.384372 
64000 4 1.51166 4 0.0557311 0.438093 
65000 4 1.55565 4 0.0643493 0.47946 
66000 4 1.5032 4 0.0494111 0.435794 
67000 4 1.41861 4 0.0565929 0.395863 
68000 4 1.48797 4 0.0275783 0.428038 
69000 4 1.54089 4 0.0594657 0.452743 
70000 4 1.44374 4 0.045102 0.407929 
71000 4 1.47704 4 0.0804367 0.433783 
72000 4 1.39132 4 0.0637748 0.384085 
73000 4 1.55022 4 0.0606148 0.457627 
74000 4 1.37685 4 0.0614766 0.376616 
75000 4 1.28852 4 0.0643493 0.345878 
76000 4 1.49578 4 0.0603275 0.431772 
77000 4 1.50607 4 0.0606148 0.436082 
78000 4 1.35503 4 0.0833094 0.38466 
79000 4 1.36726 4 0.0815858 0.389543 
80000 4 1.28763 4 0.0597529 0.342718 
81000 4 1.36965 4 0.0663602 0.376903 
